date,store_nbr,family,onpromotion,predicted_sales
2017-08-16,2,LAWN AND GARDEN,16,115.29646276404695
2017-08-16,2,LINGERIE,6,11.438339190270074
2017-08-16,2,"LIQUOR,WINE,BEER",10,75.87728986481798
2017-08-16,2,MAGAZINES,0,9.422641114178795
2017-08-16,2,MEATS,1,386.444573350248
2017-08-16,2,PERSONAL CARE,20,235.13348756872713
2017-08-16,2,PET SUPPLIES,0,7.7422399916301385
2017-08-16,2,PLAYERS AND ELECTRONICS,0,7.452085913390973
2017-08-16,2,POULTRY,0,421.6609810998152
2017-08-16,2,PREPARED FOODS,0,114.793439891085
2017-08-16,2,PRODUCE,255,3273.9563691081967
2017-08-16,2,SCHOOL AND OFFICE SUPPLIES,14,2195.0876716382877
2017-08-16,2,SEAFOOD,0,31.680930771027196
2017-08-16,3,AUTOMOTIVE,0,8.689124920037525
2017-08-16,3,BABY CARE,0,0.25021162254497015
2017-08-16,3,BEAUTY,2,15.454595813404785
2017-08-16,3,BEVERAGES,21,7382.065741139578
2017-08-16,3,BOOKS,0,0.06562478174533512
2017-08-16,3,BREAD/BAKERY,12,1175.6946235760547
2017-08-16,3,CELEBRATION,0,34.25333557323422
2017-08-16,3,CLEANING,22,1795.1158268840704
2017-08-16,3,DAIRY,37,1968.0072606400824
2017-08-16,3,DELI,18,312.5343843284447
2017-08-16,3,EGGS,1,441.0463341900506
2017-08-16,3,FROZEN FOODS,1,288.7241205979413
2017-08-16,3,GROCERY I,60,7753.151741737163
2017-08-16,3,GROCERY II,0,84.91762944912922
2017-08-16,3,HARDWARE,0,2.506077368855324
2017-08-16,3,HOME AND KITCHEN I,2,66.37711050112192
2017-08-16,3,HOME AND KITCHEN II,6,57.13429696175191
2017-08-16,3,HOME APPLIANCES,0,0.13419908489734647
2017-08-16,3,HOME CARE,13,473.51029582020004
2017-08-16,3,LADIESWEAR,0,39.02673322898675
2017-08-16,3,LAWN AND GARDEN,16,73.66272987683301
2017-08-16,3,LINGERIE,6,26.673632331761326
2017-08-16,3,"LIQUOR,WINE,BEER",9,182.5349449394748
2017-08-16,3,MAGAZINES,0,26.360535882910188
2017-08-16,3,MEATS,0,649.8499172931882
2017-08-16,3,PERSONAL CARE,18,497.0260144872436
2017-08-16,3,PET SUPPLIES,0,16.659234370483574
2017-08-16,3,PLAYERS AND ELECTRONICS,0,22.708804068241463
2017-08-16,3,POULTRY,0,1057.960281018145
2017-08-16,3,PREPARED FOODS,0,223.10794170684875
2017-08-16,3,PRODUCE,254,10280.773251351715
2017-08-16,3,SCHOOL AND OFFICE SUPPLIES,12,1956.0117947017798
2017-08-16,3,SEAFOOD,0,74.63344856296403
2017-08-16,4,AUTOMOTIVE,0,4.018223017812118
2017-08-16,4,BABY CARE,0,0.20025225309989406
2017-08-16,4,BEAUTY,2,6.217527840651482
2017-08-16,4,BEVERAGES,21,2176.5045412973564
2017-08-16,4,BOOKS,0,0.07139374505650832
2017-08-16,4,BREAD/BAKERY,12,325.03459333190585
2017-08-16,4,CELEBRATION,0,6.4069642581907855
2017-08-16,4,CLEANING,23,699.6402127323407
2017-08-16,4,DAIRY,43,654.6497516740635
2017-08-16,4,DELI,18,174.79889036941296
2017-08-16,4,EGGS,1,120.71601718073252
2017-08-16,4,FROZEN FOODS,1,78.11077997298943
2017-08-16,4,GROCERY I,61,2989.5475960851563
2017-08-16,4,GROCERY II,0,23.37629316250199
2017-08-16,4,HARDWARE,0,1.4271573016620096
2017-08-16,4,HOME AND KITCHEN I,2,17.067706785701766
2017-08-16,4,HOME AND KITCHEN II,6,14.854626229744351
2017-08-16,4,HOME APPLIANCES,0,0.2310910592502782
2017-08-16,4,HOME CARE,14,176.6339204810452
2017-08-16,4,LADIESWEAR,0,17.876182304272433
2017-08-16,4,LAWN AND GARDEN,16,45.53794950133685
2017-08-16,4,LINGERIE,5,137.73768277987867
2017-08-16,4,"LIQUOR,WINE,BEER",10,73.18818194893294
2017-08-16,4,MAGAZINES,0,7.619774218811214
2017-08-16,4,MEATS,0,300.0214261926838
2017-08-16,4,PERSONAL CARE,19,229.05600960669534
2017-08-16,4,PET SUPPLIES,0,5.610226371523594
2017-08-16,4,PLAYERS AND ELECTRONICS,0,7.8406682826368295
2017-08-16,4,POULTRY,0,341.1171204255593
2017-08-16,4,PREPARED FOODS,0,48.9792142552412
2017-08-16,4,PRODUCE,253,3029.62865973999
2017-08-16,4,SCHOOL AND OFFICE SUPPLIES,14,2195.0876716382877
2017-08-16,4,SEAFOOD,0,20.966931752403745
2017-08-16,5,AUTOMOTIVE,0,5.701513153497135
2017-08-16,5,BABY CARE,0,0.28600505583458175
2017-08-16,5,BEAUTY,2,7.4174763360876375
2017-08-16,5,BEVERAGES,20,1658.3493206694397
2017-08-16,5,BOOKS,0,0.06562478174533512
2017-08-16,5,BREAD/BAKERY,12,332.6151294541185
2017-08-16,5,CELEBRATION,0,22.174361704089122
2017-08-16,5,CLEANING,24,832.9608008103656
2017-08-16,5,DAIRY,42,587.3750093004015
2017-08-16,5,DELI,18,223.07304092378865
2017-08-16,5,EGGS,1,77.10070577052473
2017-08-16,5,FROZEN FOODS,1,78.00810422270374
2017-08-16,5,GROCERY I,64,2847.7793975687127
2017-08-16,5,GROCERY II,0,24.589545516132514
2017-08-16,5,HARDWARE,0,1.2832946078683662
2017-08-16,5,HOME AND KITCHEN I,2,28.654393944810714
2017-08-16,5,HOME AND KITCHEN II,6,23.52038820015571
2017-08-16,5,HOME APPLIANCES,0,0.12525365033084468
2017-08-16,5,HOME CARE,11,193.77164412878275
2017-08-16,5,LADIESWEAR,0,11.053449162260371
2017-08-16,5,LAWN AND GARDEN,16,726.3490759829257
2017-08-16,5,LINGERIE,4,11.424676741538304
2017-08-16,5,"LIQUOR,WINE,BEER",9,56.74237420507726
2017-08-16,5,MAGAZINES,0,8.742590122162783
2017-08-16,5,MEATS,0,213.59203510357776
2017-08-16,5,PERSONAL CARE,17,242.61179177517542
2017-08-16,5,PET SUPPLIES,0,3.212687723025286
2017-08-16,5,PLAYERS AND ELECTRONICS,0,6.8811245710595115
2017-08-16,5,POULTRY,0,228.5530520223041
2017-08-16,5,PREPARED FOODS,0,53.8593583480046
2017-08-16,5,PRODUCE,255,2009.800658232896
2017-08-16,5,SCHOOL AND OFFICE SUPPLIES,12,1960.4653730351129
2017-08-16,5,SEAFOOD,0,9.119043837064691
2017-08-16,6,AUTOMOTIVE,0,6.961895437565854
2017-08-16,6,BABY CARE,0,0.07139374505650832
2017-08-16,6,BEAUTY,2,7.910917977406544
2017-08-16,6,BEVERAGES,21,3050.0588000632615
2017-08-16,6,BOOKS,0,0.06562478174533512
2017-08-16,6,BREAD/BAKERY,12,517.2869508065861
2017-08-16,6,CELEBRATION,0,11.128131253700852
2017-08-16,6,CLEANING,23,1126.0213889910003
2017-08-16,6,DAIRY,38,902.5364231431186
2017-08-16,6,DELI,18,324.0259607004086
2017-08-16,6,EGGS,1,171.07402691716518
2017-08-16,6,FROZEN FOODS,1,122.622863366844
2017-08-16,6,GROCERY I,60,4666.736125087119
2017-08-16,6,GROCERY II,0,32.43466369847371
2017-08-16,6,HARDWARE,0,0.9910601698275896
2017-08-16,6,HOME AND KITCHEN I,3,22.807121399916962
2017-08-16,6,HOME AND KITCHEN II,5,44.34112290756535
2017-08-16,6,HOME APPLIANCES,0,0.06562478174533512
2017-08-16,6,HOME CARE,10,267.76946359853144
2017-08-16,6,LADIESWEAR,0,19.236817918630788
2017-08-16,6,LAWN AND GARDEN,16,31.136744007934116
2017-08-16,6,LINGERIE,5,11.647131294098916
2017-08-16,6,"LIQUOR,WINE,BEER",10,72.06761292527742
2017-08-16,6,MAGAZINES,0,6.500234701540817
2017-08-16,6,MEATS,0,419.6867399143755
2017-08-16,6,PERSONAL CARE,18,311.4409010864801
2017-08-16,6,PET SUPPLIES,0,8.548205368110636
2017-08-16,6,PLAYERS AND ELECTRONICS,0,14.548254941353155
2017-08-16,6,POULTRY,0,439.1989793113779
2017-08-16,6,PREPARED FOODS,0,90.36348863900406
2017-08-16,6,PRODUCE,252,3584.1908141103495
2017-08-16,6,SCHOOL AND OFFICE SUPPLIES,14,2195.0876716382877
2017-08-16,6,SEAFOOD,0,38.07363830134123
2017-08-16,7,AUTOMOTIVE,0,4.722999431503086
2017-08-16,7,BABY CARE,0,0.07243558013634652
2017-08-16,7,BEAUTY,2,7.404425700412033
2017-08-16,7,BEVERAGES,23,4180.8762569624605
2017-08-16,7,BOOKS,0,0.1592923865050109
2017-08-16,7,BREAD/BAKERY,12,618.4029163456636
2017-08-16,7,CELEBRATION,0,16.160792794676247
2017-08-16,7,CLEANING,22,1065.2191638147485
2017-08-16,7,DAIRY,46,1439.7959882496748
2017-08-16,7,DELI,18,192.3652019189977
2017-08-16,7,EGGS,1,270.6198163563866
2017-08-16,7,FROZEN FOODS,1,199.10497015556228
2017-08-16,7,GROCERY I,64,3991.7740210608686
2017-08-16,7,GROCERY II,0,40.08864294279363
2017-08-16,7,HARDWARE,0,2.641634042192786
2017-08-16,7,HOME AND KITCHEN I,2,32.25093159563985
2017-08-16,7,HOME AND KITCHEN II,6,49.28489000879719
2017-08-16,7,HOME APPLIANCES,0,0.7706723592517822
2017-08-16,7,HOME CARE,12,263.19114256093394
2017-08-16,7,LADIESWEAR,0,13.20321021591624
2017-08-16,7,LAWN AND GARDEN,16,39.59040868298306
2017-08-16,7,LINGERIE,5,12.46749089661716
2017-08-16,7,"LIQUOR,WINE,BEER",10,140.7996579841392
2017-08-16,7,MAGAZINES,0,16.072866915699365
2017-08-16,7,MEATS,0,434.5440277066978
2017-08-16,7,PERSONAL CARE,18,276.80468126818994
2017-08-16,7,PET SUPPLIES,0,6.377701198943661
2017-08-16,7,PLAYERS AND ELECTRONICS,0,12.762935313322984
2017-08-16,7,POULTRY,0,623.3534430604815
2017-08-16,7,PREPARED FOODS,0,138.97513279013177
2017-08-16,7,PRODUCE,254,6551.825954432466
2017-08-16,7,SCHOOL AND OFFICE SUPPLIES,14,2027.8265279081286
2017-08-16,7,SEAFOOD,0,42.59748323031753
2017-08-16,8,AUTOMOTIVE,0,4.50306982352074
2017-08-16,8,BABY CARE,0,0.7933999484008127
2017-08-16,8,BEAUTY,2,10.261769678081066
2017-08-16,8,BEVERAGES,24,4324.312340546883
2017-08-16,8,BOOKS,0,0.07139374505650832
2017-08-16,8,BREAD/BAKERY,12,788.0483526618839
2017-08-16,8,CELEBRATION,0,17.86471271088875
2017-08-16,8,CLEANING,23,1174.11388144259
2017-08-16,8,DAIRY,37,1406.8731892980354
2017-08-16,8,DELI,18,259.8640035296921
2017-08-16,8,EGGS,1,297.61357245627676
2017-08-16,8,FROZEN FOODS,1,160.46265496675437
2017-08-16,8,GROCERY I,60,4743.584828044391
2017-08-16,8,GROCERY II,0,36.358129207412915
2017-08-16,8,HARDWARE,0,2.923639827992251
2017-08-16,8,HOME AND KITCHEN I,2,37.43949211260374
2017-08-16,8,HOME AND KITCHEN II,5,64.78352897318503
2017-08-16,8,HOME APPLIANCES,0,0.06562478174533512
2017-08-16,8,HOME CARE,12,341.78126003165016
2017-08-16,8,LADIESWEAR,0,25.451202222468535
2017-08-16,8,LAWN AND GARDEN,16,48.12706518209612
2017-08-16,8,LINGERIE,5,24.338766190470487
2017-08-16,8,"LIQUOR,WINE,BEER",11,120.71737477827351
2017-08-16,8,MAGAZINES,0,18.033857023618232
2017-08-16,8,MEATS,0,391.78579845104355
2017-08-16,8,PERSONAL CARE,18,314.82613700900924
2017-08-16,8,PET SUPPLIES,0,17.347594248524313
2017-08-16,8,PLAYERS AND ELECTRONICS,0,18.5375357405587
2017-08-16,8,POULTRY,0,515.1357103111144
2017-08-16,8,PREPARED FOODS,0,154.52194717373698
2017-08-16,8,PRODUCE,252,6215.303060313531
2017-08-16,8,SCHOOL AND OFFICE SUPPLIES,13,1953.929573035113
2017-08-16,8,SEAFOOD,0,34.37392314932258
2017-08-16,9,AUTOMOTIVE,0,11.50071097232501
2017-08-16,9,BABY CARE,0,0.45795772974373145
2017-08-16,9,BEAUTY,2,8.556777725993594
2017-08-16,9,BEVERAGES,42,2973.762261529505
2017-08-16,9,BOOKS,0,0.06562478174533512
2017-08-16,9,BREAD/BAKERY,13,439.3059022114181
2017-08-16,9,CELEBRATION,0,13.363891195663491
2017-08-16,9,CLEANING,32,1338.003387888391
2017-08-16,9,DAIRY,154,773.2850856203459
2017-08-16,9,DELI,18,472.42789895283465
2017-08-16,9,EGGS,1,195.45438616361204
2017-08-16,9,FROZEN FOODS,1,108.09370984898733
2017-08-16,9,GROCERY I,94,5766.810395375421
2017-08-16,9,GROCERY II,0,9.279387232660214
2017-08-16,9,HARDWARE,0,1.1069865548668782
2017-08-16,9,HOME AND KITCHEN I,2,48.26139299748916
2017-08-16,9,HOME AND KITCHEN II,6,43.02114252797102
2017-08-16,9,HOME APPLIANCES,0,0.06562478174533512
2017-08-16,9,HOME CARE,15,362.3015629490699
2017-08-16,9,LADIESWEAR,0,7.714611328667763
2017-08-16,9,LAWN AND GARDEN,14,1104.8538709308173
2017-08-16,9,LINGERIE,5,9.195255439843343
2017-08-16,9,"LIQUOR,WINE,BEER",8,50.33062356461951
2017-08-16,9,MAGAZINES,0,4.262852321897288
2017-08-16,9,MEATS,0,318.0705720552304
2017-08-16,9,PERSONAL CARE,19,397.7621599541082
2017-08-16,9,PET SUPPLIES,0,6.54271675272422
2017-08-16,9,PLAYERS AND ELECTRONICS,0,6.669489477308948
2017-08-16,9,POULTRY,0,350.86527849412124
2017-08-16,9,PREPARED FOODS,1,103.3087857008273
2017-08-16,9,PRODUCE,158,1556.4262631280785
2017-08-16,9,SCHOOL AND OFFICE SUPPLIES,14,128.60148207679705
2017-08-16,9,SEAFOOD,0,16.018764046123824
2017-08-16,10,AUTOMOTIVE,0,1.4098243762361353
2017-08-16,10,BABY CARE,0,0.06562478174533512
2017-08-16,10,BEAUTY,2,2.9490128384155208
2017-08-16,10,BEVERAGES,43,1250.5807784314109
2017-08-16,10,BOOKS,0,0.06562478174533512
2017-08-16,10,BREAD/BAKERY,15,93.19212056103176
2017-08-16,10,CELEBRATION,0,3.8267548014600385
2017-08-16,10,CLEANING,30,710.9731456912331
2017-08-16,10,DAIRY,106,429.91953952035766
2017-08-16,10,DELI,18,212.19328525494015
2017-08-16,10,EGGS,1,40.59677666416813
2017-08-16,10,FROZEN FOODS,1,35.460694694968204
2017-08-16,10,GROCERY I,96,2456.815559731656
2017-08-16,10,GROCERY II,0,4.6781237296123885
2017-08-16,10,HARDWARE,0,0.3674836530090126
2017-08-16,10,HOME AND KITCHEN I,2,9.645995781997113
2017-08-16,10,HOME AND KITCHEN II,6,9.809691793294776
2017-08-16,10,HOME APPLIANCES,0,0.20282931379481853
2017-08-16,10,HOME CARE,15,160.9765722733677
2017-08-16,10,LADIESWEAR,0,4.113645333465468
2017-08-16,10,LAWN AND GARDEN,16,2206.359865375661
2017-08-16,10,LINGERIE,5,197.08780207121205
2017-08-16,10,"LIQUOR,WINE,BEER",10,153.30683493377305
2017-08-16,10,MAGAZINES,0,0.47053386008320275
2017-08-16,10,MEATS,0,184.0772269442211
2017-08-16,10,PERSONAL CARE,19,169.88232701159095
2017-08-16,10,PET SUPPLIES,0,0.8148492539272915
2017-08-16,10,PLAYERS AND ELECTRONICS,0,3.1390646606394457
2017-08-16,10,POULTRY,0,132.51884897806562
2017-08-16,10,PREPARED FOODS,0,24.028705922053064
2017-08-16,10,PRODUCE,230,539.7371698437341
2017-08-16,10,SCHOOL AND OFFICE SUPPLIES,14,1714.7299009092421
2017-08-16,10,SEAFOOD,0,2.423948454004841
2017-08-16,11,AUTOMOTIVE,0,6.9872389709020535
2017-08-16,11,BABY CARE,0,0.2526789670839294
2017-08-16,11,BEAUTY,2,5.264504874590366
2017-08-16,11,BEVERAGES,52,3932.9144311546916
2017-08-16,11,BOOKS,0,0.06562478174533512
2017-08-16,11,BREAD/BAKERY,16,789.327741413359
2017-08-16,11,CELEBRATION,0,12.945433243062682
2017-08-16,11,CLEANING,35,1770.718257634056
2017-08-16,11,DAIRY,145,637.376074557872
2017-08-16,11,DELI,18,457.0737411908137
2017-08-16,11,EGGS,1,216.4280571231789
2017-08-16,11,FROZEN FOODS,1,76.19253012570567
2017-08-16,11,GROCERY I,102,7031.5175000846575
2017-08-16,11,GROCERY II,0,21.824941832360167
2017-08-16,11,HARDWARE,0,0.7550291568414247
2017-08-16,11,HOME AND KITCHEN I,4,27.091654127463276
2017-08-16,11,HOME AND KITCHEN II,6,19.972445663804336
2017-08-16,11,HOME APPLIANCES,0,0.14758944764321938
2017-08-16,11,HOME CARE,14,509.5201640201972
2017-08-16,11,LADIESWEAR,0,6.89051555852606
2017-08-16,11,LAWN AND GARDEN,16,1539.3266584920632
2017-08-16,11,LINGERIE,3,9.545886141051358
2017-08-16,11,"LIQUOR,WINE,BEER",8,42.792814357688286
2017-08-16,11,MAGAZINES,0,2.1626599821867623
2017-08-16,11,MEATS,0,678.5644058310809
2017-08-16,11,PERSONAL CARE,18,397.0218597936442
2017-08-16,11,PET SUPPLIES,0,2.078810010031779
2017-08-16,11,PLAYERS AND ELECTRONICS,1,14.285374218144455
2017-08-16,11,POULTRY,0,435.2192868749466
2017-08-16,11,PREPARED FOODS,0,106.04198379586708
2017-08-16,11,PRODUCE,163,1641.2201828680688
2017-08-16,11,SCHOOL AND OFFICE SUPPLIES,14,43.834657851146986
2017-08-16,11,SEAFOOD,0,8.179566331947445
2017-08-16,12,AUTOMOTIVE,0,5.286461013326446
2017-08-16,12,BABY CARE,0,0.06562478174533512
2017-08-16,12,BEAUTY,2,2.7586154469440634
2017-08-16,12,BEVERAGES,38,1474.0028775956064
2017-08-16,12,BOOKS,0,0.06562478174533512
2017-08-16,12,BREAD/BAKERY,17,183.5831360727714
2017-08-16,12,CELEBRATION,0,11.943884816433158
2017-08-16,12,CLEANING,29,875.3696395082181
2017-08-16,12,DAIRY,115,419.92444550887654
2017-08-16,12,DELI,18,192.10730521469696
2017-08-16,12,EGGS,1,42.211423712226505
2017-08-16,12,FROZEN FOODS,1,34.919264942139975
2017-08-16,12,GROCERY I,87,2666.119675368954
2017-08-16,12,GROCERY II,0,6.324224634890343
2017-08-16,12,HARDWARE,0,0.28600505583458175
2017-08-16,12,HOME AND KITCHEN I,2,13.333391505745242
2017-08-16,12,HOME AND KITCHEN II,6,25.471464234330032
2017-08-16,12,HOME APPLIANCES,0,0.15349407489177355
2017-08-16,12,HOME CARE,15,164.27085697369503
2017-08-16,12,LADIESWEAR,0,6.972723880695324
2017-08-16,12,LAWN AND GARDEN,16,2206.359865375661
2017-08-16,12,LINGERIE,5,185.96108027117612
2017-08-16,12,"LIQUOR,WINE,BEER",9,37.0231920780261
2017-08-16,12,MAGAZINES,0,1.5263154629077829
2017-08-16,12,MEATS,0,137.39589331551085
2017-08-16,12,PERSONAL CARE,15,175.247345342225
2017-08-16,12,PET SUPPLIES,0,1.463984678855683
2017-08-16,12,PLAYERS AND ELECTRONICS,0,6.04540908726255
2017-08-16,12,POULTRY,1,146.0365067545892
2017-08-16,12,PREPARED FOODS,0,31.889042536586004
2017-08-16,12,PRODUCE,219,337.77986102742784
2017-08-16,12,SCHOOL AND OFFICE SUPPLIES,14,845.0788379615585
2017-08-16,12,SEAFOOD,0,2.6636387811194497
2017-08-16,13,AUTOMOTIVE,0,4.594235926802105
2017-08-16,13,BABY CARE,0,0.06562478174533512
2017-08-16,13,BEAUTY,2,4.017936227282274
2017-08-16,13,BEVERAGES,33,1324.3801836803432
2017-08-16,13,BOOKS,0,0.06562478174533512
2017-08-16,13,BREAD/BAKERY,16,128.39498147191725
2017-08-16,13,CELEBRATION,0,6.253184145227007
2017-08-16,13,CLEANING,29,668.6008980901424
2017-08-16,13,DAIRY,107,393.31956532697774
2017-08-16,13,DELI,18,160.19383192123678
2017-08-16,13,EGGS,1,39.78542034865021
2017-08-16,13,FROZEN FOODS,1,30.017774785742507
2017-08-16,13,GROCERY I,90,2825.082910322271
2017-08-16,13,GROCERY II,0,10.890588839955097
2017-08-16,13,HARDWARE,0,0.20282931379481853
2017-08-16,13,HOME AND KITCHEN I,2,14.745220041966489
2017-08-16,13,HOME AND KITCHEN II,6,10.084862466952096
2017-08-16,13,HOME APPLIANCES,0,0.07139374505650832
2017-08-16,13,HOME CARE,14,131.2724598151381
2017-08-16,13,LADIESWEAR,0,1.3623797666265087
2017-08-16,13,LAWN AND GARDEN,16,2206.359865375661
2017-08-16,13,LINGERIE,3,3.557229213191237
2017-08-16,13,"LIQUOR,WINE,BEER",10,42.689969033551286
2017-08-16,13,MAGAZINES,0,0.9641606420067325
2017-08-16,13,MEATS,0,133.24135341509967
2017-08-16,13,PERSONAL CARE,20,192.74247621748387
2017-08-16,13,PET SUPPLIES,0,0.5539635462658543
2017-08-16,13,PLAYERS AND ELECTRONICS,0,4.8671418164511655
2017-08-16,13,POULTRY,0,69.29085322180295
2017-08-16,13,PREPARED FOODS,0,19.3468577791621
2017-08-16,13,PRODUCE,244,703.6198226659915
2017-08-16,13,SCHOOL AND OFFICE SUPPLIES,14,913.9434934849791
2017-08-16,13,SEAFOOD,0,1.2774556400053716
2017-08-16,14,AUTOMOTIVE,0,3.377288252336809
2017-08-16,14,BABY CARE,0,0.06562478174533512
2017-08-16,14,BEAUTY,2,2.733211994900469
2017-08-16,14,BEVERAGES,38,1558.4448915902344
2017-08-16,14,BOOKS,0,0.06562478174533512
2017-08-16,14,BREAD/BAKERY,15,164.70882432871377
2017-08-16,14,CELEBRATION,0,8.602112123480504
2017-08-16,14,CLEANING,31,891.919331934297
2017-08-16,14,DAIRY,114,438.0806033454284
2017-08-16,14,DELI,18,253.02902155305637
2017-08-16,14,EGGS,1,33.213785374229296
2017-08-16,14,FROZEN FOODS,1,37.40511312443789
2017-08-16,14,GROCERY I,88,2677.077459259537
2017-08-16,14,GROCERY II,0,4.28137405083839
2017-08-16,14,HARDWARE,0,0.1821413739520583
2017-08-16,14,HOME AND KITCHEN I,2,8.406443157899174
2017-08-16,14,HOME AND KITCHEN II,6,22.243348087792718
2017-08-16,14,HOME APPLIANCES,0,0.12716057811788112
2017-08-16,14,HOME CARE,14,176.74713073826817
2017-08-16,14,LADIESWEAR,0,1.0160664833325757
2017-08-16,14,LAWN AND GARDEN,16,2206.359865375661
2017-08-16,14,LINGERIE,4,17.486956539620714
2017-08-16,14,"LIQUOR,WINE,BEER",9,30.400098128267988
2017-08-16,14,MAGAZINES,0,2.3890618617877295
2017-08-16,14,MEATS,0,147.2053041506474
2017-08-16,14,PERSONAL CARE,17,269.64743842869166
2017-08-16,14,PET SUPPLIES,0,0.9205089784685649
2017-08-16,14,PLAYERS AND ELECTRONICS,0,4.803987027231395
2017-08-16,14,POULTRY,0,69.51889575266574
2017-08-16,14,PREPARED FOODS,0,85.29264184132053
2017-08-16,14,PRODUCE,223,373.8927563500458
2017-08-16,14,SCHOOL AND OFFICE SUPPLIES,14,1024.1581907941418
2017-08-16,14,SEAFOOD,0,4.319986360223489
2017-08-16,15,AUTOMOTIVE,0,3.7113003942106917
2017-08-16,15,BABY CARE,0,0.8903899862126973
2017-08-16,15,BEAUTY,2,4.162298244549024
2017-08-16,15,BEVERAGES,45,1581.2446169175664
2017-08-16,15,BOOKS,0,0.06240393072345981
2017-08-16,15,BREAD/BAKERY,17,157.70539582156024
2017-08-16,15,CELEBRATION,0,3.931804816265031
2017-08-16,15,CLEANING,32,794.0919254322594
2017-08-16,15,DAIRY,114,365.10263379375704
2017-08-16,15,DELI,19,226.9589987704025
2017-08-16,15,EGGS,2,96.63387066638805
2017-08-16,15,FROZEN FOODS,1,58.45151219936221
2017-08-16,15,GROCERY I,105,2930.119736057505
2017-08-16,15,GROCERY II,0,6.099671095422711
2017-08-16,15,HARDWARE,0,1.058916858613966
2017-08-16,15,HOME AND KITCHEN I,2,11.95737199421004
2017-08-16,15,HOME AND KITCHEN II,6,19.46201487913299
2017-08-16,15,HOME APPLIANCES,0,0.14436859662134408
2017-08-16,15,HOME CARE,15,192.1925779195419
2017-08-16,15,LADIESWEAR,0,7.524675352053391
2017-08-16,15,LAWN AND GARDEN,16,2206.359865375661
2017-08-16,15,LINGERIE,5,76.86061176246416
2017-08-16,15,"LIQUOR,WINE,BEER",8,27.69631325248065
2017-08-16,15,MAGAZINES,0,1.8496748961454856
2017-08-16,15,MEATS,0,128.9774848507817
2017-08-16,15,PERSONAL CARE,16,171.085442543178
2017-08-16,15,PET SUPPLIES,0,0.9077664152185323
2017-08-16,15,PLAYERS AND ELECTRONICS,0,4.996104652226423
2017-08-16,15,POULTRY,0,109.90284438845813
2017-08-16,15,PREPARED FOODS,0,41.696735048335604
2017-08-16,15,PRODUCE,208,1130.9371385206803
